ordinal	index	population	status	winning_order	winning_circles	orders_available	orders_tried	kernel_calls	kernel_killed	kernel_survivors	kernel_aborts	total_nodes	unresolved_cells	elapsed_seconds	error_type	error_message
28	1661519	K7	ABORT	-1	-1	2	1	6	5	0	1	100326	0	7.620867709		
29	2245184	K7	ABORT	-1	-1	2	1	1	0	0	1	100001	0	11.109615667		
30	2257657	K7	ABORT	-1	-1	2	1	1	0	0	1	100001	0	7.811404333		
31	2257658	K7	ABORT	-1	-1	2	1	1	0	0	1	100001	0	7.052008709		
32	2280137	K7	KILLED	1	1	2	1	24	24	0	0	31735	0	2.430885333		
33	2373496	K7	ABORT	-1	-1	4	3	19	16	0	3	301043	0	98.442745959		
34	2374202	K7	ABORT	-1	-1	2	1	6	5	0	1	100640	0	47.052975208		
35	2374765	K7	ABORT	-1	-1	2	1	1	0	0	1	100001	0	6.187623417		
36	2374997	K7	ABORT	-1	-1	2	1	7	6	0	1	100712	0	116.769514125		
37	2523664	K7	ABORT	-1	-1	2	1	6	5	0	1	100326	0	6.402898916		
38	2545464	K7	ABORT	-1	-1	2	1	6	5	0	1	100326	0	10.071035667		
39	2565242	K7	ABORT	-1	-1	2	1	7	6	0	1	101442	0	79.274120875		
40	2580644	K7	ABORT	-1	-1	2	1	6	5	0	1	100326	0	8.092648292		
41	2580645	K7	ABORT	-1	-1	2	1	1	0	0	1	100001	0	46.374877292		
42	2580648	K7	ABORT	-1	-1	2	1	1	0	0	1	100001	0	119.687597292		
43	2580651	K7	ABORT	-1	-1	2	1	1	0	0	1	100001	0	6.114060708		
44	2581185	K7	ABORT	-1	-1	3	2	2	0	0	2	200002	0	86.718192875		
45	2581209	K7	ABORT	-1	-1	4	3	3	0	0	3	300003	0	140.894776917		
46	2581219	K7	ABORT	-1	-1	2	1	1	0	0	1	100001	0	5.572494709		
47	2591771	K7	ABORT	-1	-1	4	3	13	10	0	3	300653	0	20.417637875		
48	2592657	K7	ABORT	-1	-1	4	3	8	5	0	3	300488	0	24.699236709		
49	2593034	K7	ABORT	-1	-1	4	3	9	6	0	3	301435	0	103.785173541		
50	2593240	K7	ABORT	-1	-1	2	1	6	5	0	1	100660	0	116.570352291		
51	2593819	K7	ABORT	-1	-1	4	3	17	14	0	3	307360	0	161.742560542		
52	2621026	K7	ABORT	-1	-1	2	1	7	6	0	1	100701	0	138.687439917		
53	2621081	K7	ABORT	-1	-1	2	1	6	5	0	1	100326	0	8.785813500		
54	2621273	K7	ABORT	-1	-1	2	1	2	1	0	1	103781	0	131.865752750		
55	2621293	K7	ABORT	-1	-1	3	2	2	0	0	2	200002	0	178.673722084		
56	2627912	K7	ABORT	-1	-1	2	1	2	1	0	1	104204	0	118.232628791		
57	2627930	K7	ABORT	-1	-1	3	2	2	0	0	2	200002	0	175.327844167		
58	2645941	K7	ABORT	-1	-1	3	2	2	0	0	2	200002	0	61.767257292		
59	2678006	K7	ABORT	-1	-1	2	1	1	0	0	1	100001	0	11.382415708		
60	2678014	K7	ABORT	-1	-1	2	1	1	0	0	1	100001	0	8.434281917		
61	2678032	K7	ABORT	-1	-1	2	1	1	0	0	1	100001	0	8.127838167		
62	2681964	K7	ABORT	-1	-1	2	1	12	11	0	1	112060	0	13.875454208		
63	2685555	K7	ABORT	-1	-1	2	1	2	1	0	1	100893	0	9.035915875		
64	2685641	K7	ABORT	-1	-1	3	2	2	0	0	2	200002	0	126.974900375		
65	2740994	K7	ABORT	-1	-1	2	1	6	5	0	1	100336	0	24.319808458		
66	2781292	K7	ABORT	-1	-1	3	2	2	0	0	2	200002	0	845.024997666		
67	2842671	K7	ABORT	-1	-1	2	1	12	11	0	1	102953	0	75.774998167		
68	2861447	K7	ABORT	-1	-1	2	1	1	0	0	1	100001	0	6.822891875		
69	2870777	K7	ABORT	-1	-1	2	1	1	0	0	1	100001	0	77.615513084		
70	3330235	K7	KILLED	1	1	4	1	24	24	0	0	11797	0	0.748992125		
71	3331585	K7	KILLED	1	1	2	1	24	24	0	0	19201	0	1.013603125		
72	3335225	K7	ABORT	-1	-1	3	2	2	0	0	2	200002	0	130.176343417		
73	3341979	K7	ABORT	-1	-1	2	1	1	0	0	1	100001	0	388.936549125		
74	3341980	K7	ABORT	-1	-1	2	1	7	6	0	1	100543	0	10.280776333		
75	3341981	K7	ABORT	-1	-1	2	1	6	5	0	1	100698	0	4.498891625		
76	3342165	K7	KILLED	3	1	4	3	52	50	0	2	288499	0	55.019933125		
77	3368321	K7	KILLED	1	1	2	1	24	24	0	0	3970	0	0.168829958		
78	3394720	K7	KILLED	1	1	2	1	24	24	0	0	5017	0	0.292944625		
79	3463942	K7	ABORT	-1	-1	2	1	1	0	0	1	100001	0	14.108897958		
80	3479604	K7	ABORT	-1	-1	2	1	6	5	0	1	100462	0	59.981024250		
81	3579551	K7	ABORT	-1	-1	2	1	1	0	0	1	100001	0	40.912592250		
82	3579552	K7	ABORT	-1	-1	2	1	6	5	0	1	107721	0	52.128363500		
83	3581559	K7	ABORT	-1	-1	2	1	6	5	0	1	105132	0	9.319245750		
84	3589035	K7	ABORT	-1	-1	2	1	6	5	0	1	100718	0	8.453126125		
85	3595554	K7	ABORT	-1	-1	4	3	18	15	0	3	301298	0	22.762104833		
86	3622896	K7	ABORT	-1	-1	2	1	6	5	0	1	100334	0	13.376953792		
87	3624785	K7	ABORT	-1	-1	2	1	6	5	0	1	100338	0	125.905893417		
88	3643248	K7	KILLED	2	1	4	2	30	29	0	1	104051	0	28.368349791		
89	3643515	K7	ABORT	-1	-1	2	1	1	0	0	1	100001	0	109.918141042		
90	3648882	K7	ABORT	-1	-1	2	1	6	5	0	1	100326	0	11.561399333		
91	3649920	K7	ABORT	-1	-1	2	1	7	6	0	1	101515	0	10.620087042		
92	3666043	K7	ABORT	-1	-1	2	1	1	0	0	1	100001	0	126.533835209		
93	3666055	K7	ABORT	-1	-1	3	2	2	0	0	2	200002	0	201.223801667		
94	3666058	K7	ABORT	-1	-1	3	2	2	0	0	2	200002	0	308.097803209		
95	3671659	K7	ABORT	-1	-1	2	1	6	5	0	1	100755	0	89.388771792		
96	3687658	K7	ABORT	-1	-1	3	2	2	0	0	2	200002	0	38.120804583		
97	3687673	K7	ABORT	-1	-1	2	1	1	0	0	1	100001	0	23.454796417		
98	3723506	K7	KILLED	1	1	2	1	24	24	0	0	9794	0	0.869893416		
99	3726219	K7	ABORT	-1	-1	2	1	1	0	0	1	100001	0	128.271897208		
100	3726281	K7	ABORT	-1	-1	2	1	6	5	0	1	100326	0	8.438959167		
101	3726282	K7	KILLED	1	1	2	1	24	24	0	0	39835	0	2.589959500		
102	3727225	K7	KILLED	1	1	3	1	24	24	0	0	6714	0	0.332071917		
103	3729907	K7	ABORT	-1	-1	2	1	6	5	0	1	100540	0	78.072812208		
104	3731229	K7	ABORT	-1	-1	2	1	1	0	0	1	100001	0	13.301163958		
105	3738562	K7	ABORT	-1	-1	2	1	2	1	0	1	102755	0	121.168835167		
106	3740611	K7	ABORT	-1	-1	2	1	6	5	0	1	100326	0	119.501021333		
107	3740835	K7	ABORT	-1	-1	2	1	6	5	0	1	100351	0	883.559450083		
108	3781148	K7	ABORT	-1	-1	2	1	7	6	0	1	100391	0	123.201527584		
109	3785980	K7	ABORT	-1	-1	2	1	1	0	0	1	100001	0	136.819150708		
110	3793105	K7	ABORT	-1	-1	2	1	1	0	0	1	100001	0	7.363611750		
111	3793464	K7	ABORT	-1	-1	2	1	12	11	0	1	100875	0	8.062922417		
112	3793488	K7	KILLED	1	1	2	1	24	24	0	0	6918	0	0.614231750		
113	3793736	K7	ABORT	-1	-1	2	1	6	5	0	1	100370	0	24.548679708		
114	3793832	K7	ABORT	-1	-1	2	1	6	5	0	1	100547	0	496.368211125		
115	3799067	K7	ABORT	-1	-1	2	1	6	5	0	1	100341	0	23.561048834		
116	3862992	K7	ABORT	-1	-1	2	1	6	5	0	1	100341	0	23.174983333		
117	3884784	K7	ABORT	-1	-1	2	1	6	5	0	1	100341	0	50.799629459		
118	3888410	K7	ABORT	-1	-1	4	3	3	0	0	3	300003	0	149.435223500		
119	3909227	K7	ABORT	-1	-1	2	1	6	5	0	1	100326	0	6.180008416		
120	3910494	K7	ABORT	-1	-1	2	1	6	5	0	1	130396	0	202.808693834		
121	3910558	K7	KILLED	1	1	4	1	24	24	0	0	3400	0	0.213818458		
122	3910562	K7	KILLED	1	1	4	1	24	24	0	0	3400	0	0.232252709		
123	3910564	K7	KILLED	1	1	4	1	24	24	0	0	3400	0	0.225529666		
124	3919831	K7	ABORT	-1	-1	3	2	2	0	0	2	200002	0	121.397785917		
125	3935560	K7	ABORT	-1	-1	2	1	1	0	0	1	100001	0	115.996820625		
126	3936176	K7	KILLED	1	1	2	1	24	24	0	0	3802	0	0.153822292		
127	3936177	K7	ABORT	-1	-1	2	1	1	0	0	1	100001	0	5.758297709		
128	3936310	K7	ABORT	-1	-1	2	1	6	5	0	1	100489	0	121.244410125		
129	3936435	K7	ABORT	-1	-1	2	1	6	5	0	1	100486	0	117.703130666		
130	3936479	K7	ABORT	-1	-1	2	1	1	0	0	1	100001	0	3.948694000		
131	3936487	K7	ABORT	-1	-1	2	1	6	5	0	1	100486	0	119.079755417		
132	3936987	K7	KILLED	1	1	4	1	24	24	0	0	3521	0	0.166055917		
133	3939486	K7	KILLED	1	1	2	1	24	24	0	0	11425	0	0.577036750		
134	3939503	K7	KILLED	2	1	4	2	30	29	0	1	106837	0	75.958112916		
135	3939545	K7	ABORT	-1	-1	2	1	7	6	0	1	102496	0	66.990206167		
136	3940323	K7	ABORT	-1	-1	2	1	1	0	0	1	100001	0	10.181459750		
137	3940343	K7	ABORT	-1	-1	2	1	1	0	0	1	100001	0	29.595527375		
138	3945374	K7	KILLED	1	1	4	1	24	24	0	0	12740	0	2.456536875		
139	3945490	K7	ABORT	-1	-1	2	1	6	5	0	1	100612	0	76.257177292		
140	3945506	K7	ABORT	-1	-1	4	3	7	4	0	3	300473	0	108.157929625		
141	3945518	K7	ABORT	-1	-1	2	1	1	0	0	1	100001	0	9.605856917		
142	3945519	K7	ABORT	-1	-1	4	3	3	0	0	3	300003	0	26.484985917		
143	3945555	K7	ABORT	-1	-1	2	1	6	5	0	1	100612	0	24.765305959		
144	3945557	K7	ABORT	-1	-1	2	1	6	5	0	1	100564	0	179.254601917		
145	3945564	K7	ABORT	-1	-1	2	1	1	0	0	1	100001	0	64.360571542		
146	3946008	K7	ABORT	-1	-1	2	1	12	11	0	1	101438	0	4.945180250		
147	3947605	K7	ABORT	-1	-1	2	1	1	0	0	1	100001	0	11.608035083		
148	3947666	K7	ABORT	-1	-1	2	1	6	5	0	1	100345	0	7.790357083		
149	3949382	K7	ABORT	-1	-1	2	1	4	3	0	1	102447	0	7.305678875		
150	3950483	K7	KILLED	1	1	4	1	24	24	0	0	4287	0	0.299294833		
151	3954523	K7	ABORT	-1	-1	4	3	9	6	0	3	300393	0	84.615617417		
152	3955456	K7	ABORT	-1	-1	2	1	6	5	0	1	105957	0	95.844655833		
153	3960292	K7	KILLED	1	1	3	1	24	24	0	0	10992	0	0.621682416		
154	3963005	K7	ABORT	-1	-1	4	3	8	5	0	3	300731	0	110.313454167		
