index	applicable	baseline_decision	refined_decision	first_baseline_failing_seed	first_refined_failing_seed	seeds	covers	baseline_passing_covers	refined_passing_covers	newly_failed_covers	support_families_checked	propagated_coordinate_deletions	refinement_cache_hits	assignment_fail_empty_propagated_mask	assignment_fail_disjoint_required_edge	assignment_fail_clique	assignment_fail_degree	assignment_fail_basis	assignment_fail_mask	assignment_fail_subspace_K	assignment_fail_component_B
3338120	1	REJECTED	REJECTED	282256	282256	1	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3088288	1	SURVIVOR	SURVIVOR	0	0	1	176	2	2	0	17	73	0	0	15	0	0	0	0	0	0
1668202	1	REJECTED	REJECTED	30808	30808	1	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
278338	1	REJECTED	REJECTED	299220	299220	1	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3174932	1	REJECTED	REJECTED	107298	107298	1	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1118178	1	REJECTED	REJECTED	299728	299728	1	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1661903	1	SURVIVOR	SURVIVOR	0	0	1	130	2	2	0	43	184	0	0	41	0	0	0	0	0	0
20906	1	REJECTED	REJECTED	213204	213204	2	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3807611	1	REJECTED	REJECTED	198695	198695	1	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2682549	1	SURVIVOR	SURVIVOR	0	0	1	93	5	1	4	61	436	0	18	42	0	0	0	0	0	0
3214956	1	REJECTED	REJECTED	47682	47682	1	176	0	0	0	0	0	0	0	0	0	0	0	0	0	0
817524	1	REJECTED	REJECTED	150690	150690	2	186	0	0	0	0	0	0	0	0	0	0	0	0	0	0
288291	1	REJECTED	REJECTED	148555	148555	1	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2330039	1	REJECTED	REJECTED	300180	300180	1	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
982683	1	REJECTED	REJECTED	198947	198947	1	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1571972	1	REJECTED	REJECTED	304153	304153	2	186	0	0	0	0	0	0	0	0	0	0	0	0	0	0
251371	1	REJECTED	REJECTED	271141	271141	1	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2228810	1	REJECTED	REJECTED	336921	336921	1	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2215178	1	SURVIVOR	REJECTED	0	475209	1	64	1	0	1	5	20	0	0	5	0	0	0	0	0	0
3142195	1	REJECTED	REJECTED	311335	311335	2	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2899538	1	REJECTED	REJECTED	206859	206859	4	345	4	2	2	45	202	0	0	43	0	0	0	0	0	0
3830718	1	SURVIVOR	SURVIVOR	0	0	1	64	5	2	3	109	536	0	8	99	0	0	0	0	0	0
1118213	1	REJECTED	REJECTED	299728	299728	1	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3680926	1	REJECTED	REJECTED	297290	297290	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1935264	1	REJECTED	REJECTED	284194	284194	2	362	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2979271	1	REJECTED	REJECTED	305240	305240	3	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3917524	1	SURVIVOR	SURVIVOR	0	0	2	260	5	2	3	50	188	0	0	48	0	0	0	0	0	0
2661906	1	REJECTED	REJECTED	215128	215128	1	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3835198	1	REJECTED	REJECTED	176450	176450	2	138	2	2	0	69	259	0	0	67	0	0	0	0	0	0
3738314	1	REJECTED	REJECTED	173220	173220	2	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3128242	1	REJECTED	REJECTED	53924	53924	2	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3961747	1	REJECTED	REJECTED	53460	53460	1	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0
824350	1	REJECTED	REJECTED	21285	21285	3	196	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3832776	1	REJECTED	REJECTED	100391	100391	2	260	0	0	0	0	0	0	0	0	0	0	0	0	0	0
370952	1	SURVIVOR	SURVIVOR	0	0	2	306	5	4	1	63	259	0	0	59	0	0	0	0	0	0
226732	1	REJECTED	REJECTED	331868	331868	3	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2477214	1	REJECTED	REJECTED	225568	225568	1	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2405187	1	REJECTED	REJECTED	166421	166421	1	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0
61094	1	REJECTED	REJECTED	397988	397988	1	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1049569	1	REJECTED	REJECTED	95376	95376	1	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1611620	1	REJECTED	REJECTED	146452	146452	1	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1266986	1	REJECTED	REJECTED	87188	87188	1	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0
187712	1	REJECTED	REJECTED	151764	151764	1	176	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1027845	1	REJECTED	REJECTED	266827	266827	2	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2379433	1	REJECTED	REJECTED	304165	304165	1	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1462119	1	SURVIVOR	SURVIVOR	0	0	1	130	6	2	4	168	1126	0	58	108	0	0	0	0	0	0
3942424	1	REJECTED	REJECTED	149017	149017	3	282	2	1	1	17	76	0	0	16	0	0	0	0	0	0
3927127	1	REJECTED	REJECTED	151591	151591	1	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3662312	1	REJECTED	REJECTED	149834	149834	2	254	0	0	0	0	0	0	0	0	0	0	0	0	0	0
343017	1	SURVIVOR	SURVIVOR	0	0	1	64	2	2	0	99	407	0	0	97	0	0	0	0	0	0
3733344	1	SURVIVOR	SURVIVOR	0	0	1	130	4	2	2	128	839	0	53	73	0	0	0	0	0	0
1176784	1	REJECTED	REJECTED	297253	297253	1	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2348104	1	REJECTED	REJECTED	169108	169108	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1468149	1	SURVIVOR	SURVIVOR	0	0	1	93	2	2	0	76	330	0	0	74	0	0	0	0	0	0
207359	1	REJECTED	REJECTED	282836	282836	2	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1264408	1	REJECTED	REJECTED	87188	87188	1	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2545347	1	SURVIVOR	SURVIVOR	0	0	1	64	3	2	1	48	238	0	0	46	0	0	0	0	0	0
917628	1	REJECTED	REJECTED	268581	268581	1	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0
794772	1	REJECTED	REJECTED	281762	281762	1	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1758601	1	REJECTED	REJECTED	345125	345125	1	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2075846	1	REJECTED	REJECTED	336289	336289	1	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
332406	1	SURVIVOR	SURVIVOR	0	0	1	130	3	2	1	33	144	0	0	31	0	0	0	0	0	0
2063487	1	REJECTED	REJECTED	397642	397642	1	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1780288	1	REJECTED	REJECTED	275266	275266	1	176	0	0	0	0	0	0	0	0	0	0	0	0	0	0
829953	1	REJECTED	REJECTED	135973	135973	1	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2925901	1	REJECTED	REJECTED	174091	174091	3	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0
976711	1	REJECTED	REJECTED	320772	320772	2	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3143292	1	REJECTED	REJECTED	180263	180263	2	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3952705	1	SURVIVOR	SURVIVOR	0	0	1	93	6	1	5	227	1820	0	110	116	0	0	0	0	0	0
1365592	1	REJECTED	REJECTED	307221	307221	1	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3649340	1	REJECTED	REJECTED	107033	107033	2	306	1	0	1	1	4	0	0	1	0	0	0	0	0	0
2238182	1	REJECTED	REJECTED	411736	411736	2	186	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3704894	1	REJECTED	REJECTED	72010	72010	1	232	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3688392	1	REJECTED	REJECTED	299545	299545	1	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3142668	1	REJECTED	REJECTED	152228	152228	1	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1324351	1	REJECTED	REJECTED	84554	84554	1	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0
981494	1	REJECTED	REJECTED	403748	403748	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2982266	1	REJECTED	REJECTED	152228	152228	2	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0
156535	1	REJECTED	REJECTED	87114	87114	1	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0
825335	1	REJECTED	REJECTED	169048	169048	1	176	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3942938	1	REJECTED	REJECTED	151764	280089	2	260	2	0	2	2	9	0	0	2	0	0	0	0	0	0
3904630	1	REJECTED	REJECTED	272714	272714	1	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3968216	1	SURVIVOR	SURVIVOR	0	0	1	130	3	1	2	11	50	0	0	10	0	0	0	0	0	0
3717479	1	REJECTED	REJECTED	72010	72010	1	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2105002	1	REJECTED	REJECTED	168266	168266	1	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3303251	1	REJECTED	REJECTED	107298	107298	3	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1272339	1	REJECTED	REJECTED	87188	87188	1	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0
830379	1	REJECTED	REJECTED	37669	37669	3	305	2	2	0	17	55	0	0	15	0	0	0	0	0	0
425245	1	REJECTED	REJECTED	335947	335947	3	206	2	2	0	35	168	0	0	33	0	0	0	0	0	0
3377617	1	REJECTED	REJECTED	201034	201034	3	298	2	2	0	28	126	0	0	26	0	0	0	0	0	0
2405390	1	REJECTED	REJECTED	297493	297493	1	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1431273	1	REJECTED	REJECTED	182496	182496	1	176	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2641803	1	SURVIVOR	SURVIVOR	0	0	1	130	4	4	0	1979	19169	0	1418	557	0	0	0	0	0	0
3958441	1	REJECTED	REJECTED	331815	331815	2	159	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2795662	1	REJECTED	REJECTED	152724	152724	1	176	0	0	0	0	0	0	0	0	0	0	0	0	0	0
384419	1	REJECTED	REJECTED	156880	156880	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
427049	1	REJECTED	REJECTED	394021	394021	4	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3330537	1	SURVIVOR	SURVIVOR	0	0	2	128	20	4	16	2496	23192	0	1972	520	0	0	0	0	0	0
3054928	1	REJECTED	REJECTED	213031	213031	1	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1509637	1	REJECTED	REJECTED	332704	332704	1	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1633693	1	SURVIVOR	SURVIVOR	0	0	1	130	2	2	0	41	164	0	0	39	0	0	0	0	0	0
1468026	1	SURVIVOR	SURVIVOR	0	0	1	130	2	2	0	35	150	0	0	33	0	0	0	0	0	0
2646137	1	SURVIVOR	SURVIVOR	0	0	3	316	15	8	7	3322	29895	0	2431	883	0	0	0	0	0	0
474496	1	REJECTED	REJECTED	442456	442456	1	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3774203	1	REJECTED	REJECTED	181920	181920	1	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1149721	1	REJECTED	REJECTED	295513	295513	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2974329	1	REJECTED	REJECTED	345504	345504	2	131	4	2	2	1220	10467	0	812	406	0	0	0	0	0	0
3959628	1	SURVIVOR	SURVIVOR	0	0	2	352	12	4	8	766	6722	0	394	368	0	0	0	0	0	0
823050	1	REJECTED	REJECTED	335947	335947	2	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1732177	1	REJECTED	REJECTED	311563	311563	6	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3803965	1	REJECTED	REJECTED	340290	340290	1	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1593039	1	REJECTED	REJECTED	302100	302100	1	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3950770	1	SURVIVOR	SURVIVOR	0	0	2	223	6	4	2	70	331	0	0	66	0	0	0	0	0	0
58186	1	SURVIVOR	SURVIVOR	0	0	1	176	2	2	0	17	78	0	0	15	0	0	0	0	0	0
2682667	1	REJECTED	REJECTED	344740	344740	2	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0
