ordinal	index	population	status	winning_order	winning_circles	orders_available	orders_tried	kernel_calls	kernel_killed	kernel_survivors	kernel_aborts	total_nodes	unresolved_cells	elapsed_seconds	error_type	error_message
185	1343056	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	14.445467458		
186	1345949	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	2.556487833		
187	1347637	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	2.840193875		
188	1369735	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	3.075100334		
189	1373434	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	2.615511125		
190	1382057	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	2.919497375		
191	1382061	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	9.099290500		
192	1382082	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	3.077073958		
193	1382483	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	3.018485125		
194	1382484	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	2.883060833		
195	1382590	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	2.814783209		
196	1392718	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	2.672940709		
197	1416584	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	3.177894209		
198	1419447	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	33.460713458		
199	1419639	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	5.385468708		
200	1433344	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	2.338845167		
201	1436041	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	31.882619084		
202	1442098	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	3.795707333		
203	1442609	K7	ABORT	-1	-1	2	1	1	0	0	1	20001	0	2.582030417		
204	1442692	K7	ABORT	-1	-1	3	2	2	0	0	2	40002	0	7.725529666		
205	1444646	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	3.681467875		
206	1447907	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	3.201294666		
207	1463674	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	2.935446542		
208	1463679	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	3.255136458		
209	1471953	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	7.354213333		
210	1488658	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	2.669920042		
211	1488671	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	2.671514292		
212	1491948	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	7.521210375		
213	1494198	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	4.819026584		
214	1495055	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	11.281055333		
215	1495774	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	2.815339375		
216	1496028	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	2.558876541		
217	1496029	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	2.386175750		
218	1511757	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	9.389336417		
219	1532230	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	1.960458042		
220	1556266	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	1.315237208		
221	1556267	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	1.717780833		
222	1574097	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	3.099401959		
223	1590833	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	9.876677917		
224	1590834	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	2.607552833		
225	1596563	K7	ABORT	-1	-1	2	1	7	6	0	1	20485	0	14.902483250		
226	1600771	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	0.733857416		
227	1602259	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	0.724268416		
228	1604475	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	2.254982500		
229	1604481	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	2.207722583		
230	1604640	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	1.711447250		
231	1612547	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	16.137530417		
232	1631953	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	3.721795708		
233	1661519	K7	ABORT	-1	-1	2	1	6	5	0	1	20326	0	1.159136958		
234	1666834	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	1.466182209		
235	1674110	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	4.775802625		
236	1688227	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	2.380103083		
237	1688505	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	1.807885958		
238	1695621	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	0.674431959		
239	1720153	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	3.220867833		
240	1765927	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	1.450548375		
241	1797524	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	4.002439333		
242	1798511	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	5.358284833		
243	1822865	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	1.474927083		
244	1822867	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	1.363493042		
245	1831015	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	1.526848750		
246	1842465	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	4.090956583		
247	1885712	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	1.044479833		
248	1904567	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	1.661437083		
249	1905307	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	1.246524459		
250	1938285	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	1.988450375		
251	1997587	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	0.817506208		
252	2033279	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	1.442581167		
253	2037817	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	1.227273334		
254	2037836	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	10.452692458		
255	2051301	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	1.733968125		
256	2147597	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	1.301532125		
257	2152909	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	1.920842917		
258	2165955	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	1.418371167		
259	2165958	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	1.507720334		
260	2166560	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	1.442992083		
261	2166893	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	23.320842208		
262	2166894	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	4.716096791		
263	2174037	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	8.721918667		
264	2174122	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	2.029566083		
265	2174278	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	32.966478875		
266	2179890	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	3.134351375		
267	2181428	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	4.890546791		
268	2215019	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	2.103466000		
269	2216815	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	1.142830333		
270	2238080	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	1.539547875		
271	2238085	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	1.484704208		
272	2238314	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	6.728476333		
273	2244340	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	1.409504083		
274	2245124	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	2.231850625		
275	2245184	K7	ABORT	-1	-1	2	1	1	0	0	1	20001	0	2.278461125		
276	2257657	K7	ABORT	-1	-1	2	1	1	0	0	1	20001	0	1.340605625		
277	2257658	K7	ABORT	-1	-1	2	1	1	0	0	1	20001	0	1.423107625		
278	2260949	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	4.959363125		
279	2260977	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	1.557751292		
280	2261989	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	2.813409667		
281	2261996	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	27.009453166		
282	2263568	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	9.863143250		
283	2275273	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	1.426804083		
284	2275979	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	1.424556334		
285	2277963	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	0.715047125		
286	2280137	K7	KILLED	1	1	2	1	24	24	0	0	31735	0	2.515867083		
287	2293477	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	1.193764292		
288	2297966	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	37.600107917		
289	2297969	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	14.767316792		
290	2298856	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	1.686944959		
291	2308039	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	2.024801458		
292	2354016	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	3.716630667		
293	2354185	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	1.837822583		
294	2357581	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	1.569049250		
295	2366807	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	3.913869417		
296	2373496	K7	ABORT	-1	-1	4	3	19	16	0	3	61043	0	19.262531750		
297	2374202	K7	ABORT	-1	-1	2	1	6	5	0	1	20640	0	8.350376709		
298	2374552	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	1.910170000		
299	2374765	K7	ABORT	-1	-1	2	1	1	0	0	1	20001	0	1.432176917		
300	2374997	K7	ABORT	-1	-1	2	1	7	6	0	1	20712	0	22.563138917		
301	2375217	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	1.569558625		
302	2378379	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	1.478658250		
303	2378876	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	5.286381958		
304	2381938	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	2.885774750		
305	2386958	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	1.861340000		
306	2390772	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	1.183237000		
307	2390970	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	1.614696042		
308	2392903	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	1.186908959		
309	2392957	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	1.030364083		
310	2397965	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	0.657626334		
311	2399949	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	2.908495708		
312	2400803	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	5.271101292		
313	2400826	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	3.682858250		
314	2437777	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	3.690561708		
315	2437790	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	1.627995375		
316	2437799	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	1.864068042		
317	2465787	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	3.199688792		
318	2465794	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	3.467365875		
319	2466122	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	4.060915042		
320	2466126	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	24.285692458		
321	2479865	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	1.177321958		
322	2479878	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	14.017061208		
323	2481687	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	1.939895042		
324	2514395	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	4.826243083		
325	2523664	K7	ABORT	-1	-1	2	1	6	5	0	1	20326	0	1.027497375		
326	2540060	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	0.966391041		
327	2540205	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	1.118188792		
328	2540881	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	1.591315250		
329	2540882	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	9.855516750		
330	2543097	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	1.963233458		
331	2545464	K7	ABORT	-1	-1	2	1	6	5	0	1	20326	0	2.022102250		
332	2552184	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	1.176510000		
333	2565242	K7	ABORT	-1	-1	2	1	7	6	0	1	21442	0	14.597255084		
334	2580644	K7	ABORT	-1	-1	2	1	6	5	0	1	20326	0	1.680064125		
335	2580645	K7	ABORT	-1	-1	2	1	1	0	0	1	20001	0	1.220398875		
336	2580648	K7	ABORT	-1	-1	2	1	1	0	0	1	20001	0	20.062743792		
337	2580651	K7	ABORT	-1	-1	2	1	1	0	0	1	20001	0	1.171294292		
338	2581180	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	89.262695291		
339	2581181	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	1.295579458		
340	2581185	K7	ABORT	-1	-1	3	2	2	0	0	2	40002	0	15.319639958		
341	2581209	K7	ABORT	-1	-1	4	3	3	0	0	3	60003	0	25.641910084		
342	2581219	K7	ABORT	-1	-1	2	1	1	0	0	1	20001	0	1.038992625		
343	2589242	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	1.802624958		
344	2589247	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	1.207090333		
345	2591705	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	1.434936042		
346	2591707	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	5.491662708		
347	2591771	K7	ABORT	-1	-1	4	3	13	10	0	3	60653	0	3.762205833		
348	2591889	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	2.438165917		
349	2592011	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	0.970409458		
350	2592014	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	10.642427708		
351	2592016	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	0.981025875		
352	2592262	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	4.489157250		
353	2592386	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	1.996101167		
354	2592657	K7	ABORT	-1	-1	4	3	8	5	0	3	60488	0	4.926496500		
355	2593034	K7	ABORT	-1	-1	4	3	9	6	0	3	61435	0	6.134177208		
356	2593240	K7	ABORT	-1	-1	2	1	6	5	0	1	20660	0	17.550431875		
357	2593265	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	1.402344000		
358	2593611	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	4.890780959		
359	2593617	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	4.465368708		
360	2593771	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	14.338723166		
361	2593775	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	3.375080625		
362	2593819	K7	ABORT	-1	-1	4	3	17	14	0	3	67360	0	26.394748959		
363	2593834	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	0.796826875		
364	2605875	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	2.443692667		
365	2605983	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	4.801405166		
366	2606185	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	0.645265000		
367	2606201	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	14.974223667		
368	2611040	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	1.447110375		
369	2620376	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	1.613185542		
370	2621024	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	1.588170000		
371	2621026	K7	ABORT	-1	-1	2	1	7	6	0	1	20701	0	24.167017958		
372	2621081	K7	ABORT	-1	-1	2	1	6	5	0	1	20326	0	1.786339250		
373	2621273	K7	ABORT	-1	-1	2	1	2	1	0	1	23781	0	18.843995500		
374	2621293	K7	ABORT	-1	-1	3	2	2	0	0	2	40002	0	32.270376292		
375	2627912	K7	ABORT	-1	-1	2	1	2	1	0	1	24204	0	12.284481417		
376	2627930	K7	ABORT	-1	-1	3	2	2	0	0	2	40002	0	31.839222334		
377	2629747	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	1.361589666		
378	2636896	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	0.813584458		
379	2638476	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	0.932382125		
380	2639439	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	22.091214333		
381	2639586	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	0.789071750		
382	2639869	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	1.860928541		
383	2640673	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	0.664652875		
384	2640964	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	4.608776250		
385	2640965	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	0.800171208		
386	2641007	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	34.050137917		
387	2641045	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	3.228939709		
388	2641485	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	0.877299458		
389	2641489	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	5.313713333		
390	2641492	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	0.861076667		
391	2641532	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	12.914012541		
392	2641535	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	1.308870250		
393	2641536	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	79.202516667		
394	2641554	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	1.444652291		
395	2641799	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	1.384491458		
396	2641879	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	6.464661167		
397	2641883	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	6.668246250		
398	2641927	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	1.990086333		
399	2641957	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	0.856991958		
400	2642068	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	0.806510292		
401	2642069	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	4.210526166		
402	2642491	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	2.150858000		
403	2642504	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	0.809058958		
404	2642512	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	4.417584500		
405	2642523	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	6.403545208		
406	2644119	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	0.596439292		
407	2645004	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	1.718869500		
408	2645108	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	1.761390542		
409	2645164	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	9.421843459		
410	2645174	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	1.555126458		
411	2645215	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	1.838694875		
412	2645290	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	5.356341709		
413	2645306	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	1.929705334		
414	2645312	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	2.114263916		
415	2645941	K7	ABORT	-1	-1	3	2	2	0	0	2	40002	0	3.904513291		
416	2646267	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	1.246705417		
417	2646283	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	7.001969959		
418	2646287	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	4.694535292		
419	2646390	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	4.554361208		
420	2646399	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	10.719295250		
421	2646401	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	4.646092292		
422	2646585	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	2.325638125		
423	2649966	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	3.338653583		
424	2658926	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	1.169001291		
425	2662874	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	1.739820584		
426	2663004	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	4.312036292		
427	2663100	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	1.365976000		
428	2663112	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	1.547383833		
429	2663192	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	3.968893125		
430	2665718	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	0.647384458		
431	2666204	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	2.549832208		
432	2666207	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	16.343279666		
433	2666211	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	3.887311042		
434	2668615	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	1.910805667		
435	2668684	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	1.261043209		
436	2668690	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	1.455684292		
437	2668783	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	1.260938000		
438	2668915	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	1.129429084		
439	2668925	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	1.150269084		
440	2668937	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	5.174804458		
441	2669331	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	49.132445958		
442	2669341	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	2.483748958		
443	2669503	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	0.883112250		
444	2669600	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	1.015745750		
445	2669606	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	2.035684917		
446	2669609	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	2.078820500		
447	2669741	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	2.151183708		
448	2669917	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	4.659590208		
449	2671867	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	1.364895667		
450	2672061	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	2.145511542		
451	2672083	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	1.384181625		
452	2672872	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	1.357894584		
453	2673094	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	1.244347917		
454	2673122	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	0.964534916		
455	2673130	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	6.067667042		
456	2673440	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	16.229837542		
457	2673514	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	1.675544625		
458	2673676	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	1.713084125		
459	2673922	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	0.680755208		
460	2673947	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	1.591829000		
461	2676432	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	4.087105459		
462	2678006	K7	ABORT	-1	-1	2	1	1	0	0	1	20001	0	1.928562166		
463	2678014	K7	ABORT	-1	-1	2	1	1	0	0	1	20001	0	1.872093041		
464	2678032	K7	ABORT	-1	-1	2	1	1	0	0	1	20001	0	1.557872708		
465	2681964	K7	ABORT	-1	-1	2	1	12	11	0	1	32060	0	4.110431375		
466	2682449	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	1.196367292		
467	2682543	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	5.936417167		
468	2682554	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	0.866376541		
469	2685555	K7	ABORT	-1	-1	2	1	2	1	0	1	20893	0	1.908032209		
470	2685641	K7	ABORT	-1	-1	3	2	2	0	0	2	40002	0	25.427070917		
471	2689360	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	2.042116625		
472	2690019	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	4.803668500		
473	2698617	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	4.209155333		
474	2714376	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	1.976664458		
475	2714585	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	9.389914917		
476	2719914	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	1.447110834		
477	2731088	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	7.408328084		
478	2731208	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	7.316802584		
479	2740994	K7	ABORT	-1	-1	2	1	6	5	0	1	20336	0	4.657610833		
480	2765574	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	0.726946083		
481	2781292	K7	ABORT	-1	-1	3	2	2	0	0	2	40002	0	182.541014833		
482	2802014	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	10.143642625		
483	2802776	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	1.814793125		
484	2808737	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	2.064364959		
485	2820534	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	1.585862334		
486	2842671	K7	ABORT	-1	-1	2	1	12	11	0	1	22953	0	13.709559333		
487	2856386	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	1.426925708		
488	2860428	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	1.416059208		
489	2861447	K7	ABORT	-1	-1	2	1	1	0	0	1	20001	0	1.296861209		
490	2862062	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	0.904553291		
491	2862169	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	0.906299292		
492	2862325	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	1.947073917		
493	2862352	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	0.922927417		
494	2862846	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	0.751694500		
495	2862903	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	1.302515875		
496	2870777	K7	ABORT	-1	-1	2	1	1	0	0	1	20001	0	15.246990875		
497	2877944	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	1.524009208		
498	2884365	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	0.984788958		
499	2888809	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	2.974049250		
500	2898063	K6	ABORT	-1	-1	2	1	1	0	0	1	20001	0	1.858649417		
